Name,Nickname,Date,Message
Cal Herries,calherries,2024-05-08 16:56:31+00:00,Increment view_count on card and dashboard views (#41882)
Chris Truter,crisptrutski,2024-05-08 17:52:44+00:00,Remove trailing slash from API route (#42320)
Abed Habli,abdhabli,2024-05-08 18:09:30+00:00,"[docs] Updating table settings  (#42324)

* updating the first section

* updating the column header formatting screenshot

* Typo

* Update docs/questions/sharing/visualizations/table.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

* Update docs/questions/sharing/visualizations/table.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Nemanja Glumac,nemanjaglumac,2024-05-08 19:36:54+00:00,Remove unused `useNativeQuery` util (#42384)
dpsutton,dpsutton,2024-05-08 20:26:28+00:00,"bump methodical (#42361)

now:

```clojure
❯ clj -M:""$ALIASES""
Warning: environ value /Users/dan/.sdkman/candidates/java/current for key :java-home has been overwritten with /Users/dan/.sdkman/candidates/java/21.0.2-tem
2024-05-07 19:55:25,167 INFO metabase.util :: Maximum memory available to JVM: 8.0 GB
```

no logs about recur targets unboxing"
Phoomparin Mano,heypoom,2024-05-08 21:18:29+00:00,"Option to customize base font size in React embedding (#42322)

* allow customizable base font size

* pass in fontSize in mantine theme

* only apply font size if it exists"
Uladzimir Havenchyk,uladzimirdev,2024-05-08 21:28:46+00:00,Do not allow cy.pause() to go into commit (#42387)
Uladzimir Havenchyk,uladzimirdev,2024-05-08 21:32:04+00:00,Fix overflow problem in Filter Modal sidebar (#42386)
Jeff Bruemmer,jeff-bruemmer,2024-05-08 21:39:53+00:00,docs - fix broken link (#42391)
Nicolò Pretto,npretto,2024-05-08 21:44:51+00:00,"attempt to type the return value of actions created by createThunkAction (#42328)

* attempt to type the return value of actions created by createThunkAction

* use built in Awaited instead of custom AwaitedIfPromise"
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-08 22:31:14+00:00,"Support custom font in SDK (#42342)

* Support custom font in SDK

* Update component after merging master"
Raphael Krut-Landau,rafpaf,2024-05-08 22:36:51+00:00,"Port CollapseSection to ts (#42333)

Co-authored-by: Ryan Laurie <iethree@gmail.com>"
Ryan Laurie,iethree,2024-05-09 00:46:56+00:00,Fix flaky frontend question unit test (#42412)
adam-james,adam-james-v,2024-05-09 00:54:17+00:00,"Dashboard Param Values Common Impl for Embedding/Preview Embedding (#42052)

* Dashboard Param Values Common Impl for Embedding/Preview Embedding

Refactor the embedding api namespace to allow a bit of reuse between the embedding api and the embedding preview
api. In some cases, the implementations are not identical (in terms of the shape of data expected/endpoints
available), so this is a first step to making them the same.

Related:

https://www.notion.so/metabase/Make-embedding-preview-behave-consistently-with-actual-static-embeds-855353d8e5e8411d8164c7ac563c7d2f

* Add a test to verify that preview-embed param-values endpoint works

* Use preview embed endpoint and fix relevant tests

* Add tests

* Change name to reflect what actually happens in the function

---------

Co-authored-by: Mahatthana Nomsawadi <mahatthana.n@gmail.com>"
Phoomparin Mano,heypoom,2024-05-09 01:18:58+00:00,"Reserve component height with defaults from visualization type in embedded questions (#42212)

* prop to reserve height and use full height by default

* require height to be passed

* add default height based on viz type

* default to 250px

* reserve table height

* remove memoization

* rely on the card size defaults constant

* multiply by a fixed constant

* correct vis to viz"
Noah Moss,noahmoss,2024-05-09 03:14:17+00:00,Allow disabling health check logging via env var (#42357)
Cam Saul,camsaul,2024-05-09 03:16:40+00:00,"Cam's module linter 5000 (#42250)

* Cam's module linter 5000

* Get Kondo passing

* Revert changes to usage of mdb.setup/setup-db!

* Check ns shapes

* Add ns :require shape linter; PR feedback

* Linter fixes :wrench:"
Ryan Laurie,iethree,2024-05-09 03:18:26+00:00,Fix another flaky question picker unit test (#42421)
bryan,escherize,2024-05-09 03:52:44+00:00,"convert `SocketChannelEndpoint` to `SocketChannel` (#42419)

* convert `SocketChannelEndpoint` to `SocketChannel`

* Remove fatal logging (used for debugging)

* check for nil channel + log on unknown type

* only log unexpected transport types once"
Raphael Krut-Landau,rafpaf,2024-05-09 05:08:54+00:00,"Add table of models to the ""Browse models"" page (#41954)"
bryan,escherize,2024-05-09 05:53:26+00:00,"adds the new `watch` alias, which reloads BE on file changes (#42371)

* adds watch alias, which reloads BE on file changes

* watch dev, src, test + every path in `:extra-paths`"
Ryan Laurie,iethree,2024-05-09 06:39:12+00:00,"Dashboard Picker (#41559)

* wip dashboard picker

* use in homepage selector

* remove dead code

* remove generateKey prop

* add unit tests

* cleanup

* WIP unit tests

* update personal/public interactions and tests

* update e2e tests

* allow disabling items in dashboardPicker

* add new dashboard tag invalidation

* use rtk in dashboardpicker

* use collection_id from api

* horrendous way of disabling read only items

* remove badness

* disallow selecting read-only dashboards in dashboard picker search

* pass search filter as prop

* update types and tests

* update types and tests

* address review comments"
Ryan Laurie,iethree,2024-05-09 06:39:38+00:00,"Remove Extraneous Style Props (#42431)

* remove in modeluploadmodal

* remove unnecessary padding from new collection dialog"
Aleksandr Lesnenko,alxnddr,2024-05-09 08:50:29+00:00,allow using urls from other columns in link templates (#42438)
Ngoc Khuat,qnkhuat,2024-05-09 12:10:14+00:00,"fix malli error in defendpoint (#42089)

* fix malli error in defendpoint

* fix a couple more error print-outs

---------

Co-authored-by: Bryan Maass <bryan.maass@gmail.com>"
Cam Saul,camsaul,2024-05-09 14:09:20+00:00,Add `metabase.actions.core` module API namespace (#42433)
Romeo Van Snick,romeovs,2024-05-09 15:54:16+00:00,Use the correct icon for the extract column shortcut (#42415)
Nemanja Glumac,nemanjaglumac,2024-05-09 16:16:22+00:00,"Consolidate `engine` utilities (#42211)

* Remove unused functions

* Remove `export` from a local function

* Remove googleanalytics related engine code

* Use `getEngines` selector instead of the deprecated Metabase `Settings`

* Use `getDefaultEngineKey`

* Use `formatSQL` function locally

* Remove unused `getEngineLogo` function

* Convert to TS

* Remove unused export

* Fix types

* Expand test coverage

* Update type

* Remove `googleanalitics` from an assertion

* Address review comment

* Expand types

* Add tests for `isDeprecatedEngine`

* Expand tests"
Ngoc Khuat,qnkhuat,2024-05-09 18:26:44+00:00,Fix mysql with multiple most recent revision (#42285)
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-09 18:44:04+00:00,Fix axios security issue by updating the upstream library version (#42448)
Ryan Laurie,iethree,2024-05-09 18:49:16+00:00,"Remove Dead Pickers (#41801)

* update e2e tests

* rework linked entity picker

* remove deprecated pickers

* remove dead picker code

* another one bites the dust

* remove create collection on the go

* update linkedEntityPicker unit tests-

* update timeline move modal

* remove unused import"
Kamil Mielnik,kamilmielnik,2024-05-09 19:02:25+00:00,"Fix flaky question management e2e test (#42444)

* Fix flaky question management test

* Update assertions order to reduce probability of a flake

* Use explicit assertions

* Change assertion order

* Decrease flakiness"
Jacob Joseph,likeshumidity,2024-05-09 19:58:09+00:00,[docs] Update environment-variables.md: fix typo re: MB_JETTY_SKIP_SNI (#42432)
Raphael Krut-Landau,rafpaf,2024-05-09 21:41:25+00:00,Remove dead API keys code (#42418)
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-09 21:44:34+00:00,"Fix not allow using both react 17 and 18 in the SDK (#42457)

* Fix not allow using both react 17 and 18 in the SDK

* Review: Fix not including React 17 🤦"
Raphael Krut-Landau,rafpaf,2024-05-09 22:04:13+00:00,"Make Browse models table sortable (#42113)

* squash

* Reset change

* Fix name column width"
Ryan Laurie,iethree,2024-05-09 22:27:46+00:00,"Allow Admins to clean up uploaded tables in bulk (#42183)

* add upload management API

* add upload management interface

* remove trailing slash

* add e2e upload management test

* add upload management to token_features

* jsdoc cleanup

* fixes tests

- include :upload_management in session_test
- fix list-url in upload management
- ensure local tests have upload management disabled
  (causes tests locally to 422 instead of 402: it has sufficient
  permissions from a local token to try to delete the table but the
  table is not an upload table, so you get a 422)

* add card archive param

* update tests

* use common component

* add success/error toasts

* test success/error notifications

* update e2e tests

* address review comments

* make sure we have fresh data

---------

Co-authored-by: dan sutton <dan@dpsutton.com>"
Oisin Coveney,oisincoveney,2024-05-09 22:36:03+00:00,"Convert PublicDashboard to TS (#41972)

Co-authored-by: Nicolò Pretto <info@npretto.com>"
Tim Macdonald,tsmacdonald,2024-05-09 22:40:46+00:00,"Use official version of Marginalia (#42204)

For Reasons™ we had been using my fork, but now that I've taken over the
project the officially-deployed version does what we need."
Braden Shepherdson,bshepherdson,2024-05-10 00:03:16+00:00,"[Drills] Only show ""Extract"" and ""Combine"" actions on MBQL stages (#42424)

They don't work correctly on a native stage."
Cam Saul,camsaul,2024-05-10 00:45:42+00:00,"Enumerate the current state of the world with regards to module namespaces (#42437)

* Squashed commit

* Update config

* Backport the kondo ignore stuff from other PR."
Uladzimir Havenchyk,uladzimirdev,2024-05-10 01:31:30+00:00,Disable cypress log to bypass out of memory issue (#41472)
Braden Shepherdson,bshepherdson,2024-05-10 01:43:17+00:00,"[QP] Fix error with `:!=` ""Is Not"" filter on expression (#42461)"
Alex Yarosh,alexyarosh,2024-05-10 03:12:33+00:00,add 49.9 (#42481)
Cam Saul,camsaul,2024-05-10 03:13:27+00:00,"`metabase.metabot` API namespace (#42468)

* Squashed commit

* Update config

* Backport the kondo ignore stuff from other PR.

* Metabot API namespace"
Alex Yarosh,alexyarosh,2024-05-10 03:54:59+00:00,fix format (#42485)
Alex Yarosh,alexyarosh,2024-05-10 04:25:35+00:00,"[docs] see publicly shared content (#42488)

* see shared content

* Apply suggestions from code review

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Ngoc Khuat,qnkhuat,2024-05-10 08:45:18+00:00,Prioritize sending fast pulses (#42331)
Raphael Krut-Landau,rafpaf,2024-05-10 11:11:56+00:00,Tweak the Model explanation banner (#42413)
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-10 13:52:28+00:00,"Fix SDK interactive question showing no question error incorrectly (#42400)

* Fix loading showing when it's not supposed to

* Add unit test

* Review: Improve code clarity"
Phoomparin Mano,heypoom,2024-05-10 18:05:06+00:00,"Update embedding SDK readme to remove height CSS workaround (#42453)

* update readme as height is now optional

* remove other wrapper"
Nemanja Glumac,nemanjaglumac,2024-05-10 19:14:25+00:00,Remove unused `exportCardQuery` endpoint definition from `DashboardApi` (#42499)
Kamil Mielnik,kamilmielnik,2024-05-10 20:39:09+00:00,"Fix - `diagnose-expression` throws when `Offset` is nested (#42497)

* Fix offset not working in case

* Make offset function return any

* Add a repro for #42377

* Fix order of adjustments

* Revert unrelated changes

* Remove commented code

* Revert unrelated changes"
Alexander Solovyov,piranha,2024-05-10 20:49:02+00:00,[serdes] handle circular dependencies in dashboards (#42267)
Alex Yarosh,alexyarosh,2024-05-10 21:27:35+00:00,add bq troubleshooting to the guide (#42492)
Cal Herries,calherries,2024-05-10 22:08:10+00:00,Allow drivers to not automatically add a PK column for CSV uploads (50) (#42466)
Raphael Krut-Landau,rafpaf,2024-05-10 22:57:28+00:00,"Put bulk actions above popovers in collections (#42512)

* q

* Restore margin-left adjustment"
Emmad Usmani,EmmadUsmani,2024-05-10 23:01:34+00:00,"fix pie chart tooltip (#42465)

* fix pie chart tooltip

* add unit test"
Raphael Krut-Landau,rafpaf,2024-05-10 23:03:28+00:00,squash (#42111)
Alex Yarosh,alexyarosh,2024-05-10 23:06:28+00:00,"[docs] Clarify how optional SQL vars work (#42490)

* how optional clauses work

* Apply suggestions from code review

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Raphael Krut-Landau,rafpaf,2024-05-10 23:12:51+00:00,Fix drill FK test flake by removing unneeded wait for /api/dataset (#42501)
Cam Saul,camsaul,2024-05-10 23:13:59+00:00,"`metabase.xrays` API namespace (#42491)

* Remove unused `metabase.api.transform`

* Copy the deps graph improvements from my other PR

* New combined X-Rays API namespace

* Fix kondo error"
Ngoc Khuat,qnkhuat,2024-05-10 23:22:09+00:00,Thread safe static viz (#42494)
Alex Yarosh,alexyarosh,2024-05-10 23:56:37+00:00,"[docs] Serialization docs update (#42439)

* serialization update

* anchor links

* more anchor links

* correct curl call

* Apply suggestions from code review

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

* Apply suggestions from code review

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

* review feedback

* links

* Update docs/installation-and-operation/serialization.md

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Alex Yarosh,alexyarosh,2024-05-11 00:42:14+00:00,add 48.13 (#42522)
Emmad Usmani,EmmadUsmani,2024-05-11 00:44:07+00:00,"fix percent change across daylight savings (#42482)

* fix percent change across DST

* add e2e tests"
Braden Shepherdson,bshepherdson,2024-05-11 00:50:29+00:00,"[QP] Handle variadic `:contains` etc. in dashboard filters (#42404)

These params were failing to match. This matches them up and puts the
options in the correct place. (`[:contains x y opts]` but `[:contains opts x y z]`)."
Aleksandr Lesnenko,alxnddr,2024-05-11 01:40:04+00:00,"use echarts tree shaking api (#42520)

* use echarts tree shaking api

* fix specs

* update types

* move echarts module registration back to individual components

* Transpile echarts in jest

---------

Co-authored-by: Uladzimir Havenchyk <uladzimir.dev@gmail.com>"
Raphael Krut-Landau,rafpaf,2024-05-11 01:46:28+00:00,"[Browse] Improve model sorting (#42493)

Ensures that models are sorted as follows in Browse models:

* Models are sorted by collection, by default
* When models are sorted by collection, they are secondarily sorted by name (so that models with the same collection path appear in alphabetic order)"
Ryan Laurie,iethree,2024-05-11 04:07:37+00:00,Fix disabled state for bulk actions buttons (#42533)
Emmad Usmani,EmmadUsmani,2024-05-11 04:09:13+00:00,remove unused viz series utils (#42422)
Jesse Devaney,JesseSDevaney,2024-05-11 04:56:05+00:00,"Fix pie chart display when switching from notebook editor (#42430)

* fix pie chart display when switching from notebook editor

* remove hack

* fix missing pie chart display

* fix missing pie chart display

* address feedback

* fix type error"
adam-james,adam-james-v,2024-05-11 06:39:04+00:00,"Format Rows toggle also applies to Column Names (#42543)

* Format Rows toggle also applies to Column Names

Fixes: #42500
When format-rows is false, we want to also pass that true/false value to the title column formatting.

That is, if a column is renamed and formatting is applied, we want to use that column's name. But, if a column is
renamed and the user exports unformatted csv or json, the custom column name should NOT be used, as was the behaviour
in prior versions.

* write a better test explanation"
Romeo Van Snick,romeovs,2024-05-13 13:26:52+00:00,"Extract column shortcut (#42261)

* Render plus button in interactive table header

* Add columnShortcuts on ClickObject

* Dispatch click action for columnShortcuts on plus button

* Make onCancel an optional prop

* Add ExtractColumn action

* Add ExtractColumn action to Default and Embedding mode

* Use arrow_split icon for extract column action

* Add title to extract column popover

* Add e2e test for Extract column shortcut

* Use asReturned in extract column

* Rename to Extract part of column

* Add a custom title to the new column shortcut

* Add onClose to ExtractColumn popover

* Hide shortcuts icon when question is not editable

* Fix null error

* Do not use submodules in import

* Scroll more in test"
Phoomparin Mano,heypoom,2024-05-13 14:18:35+00:00,bump to 0.1.3 (#42519)
Nicolò Pretto,npretto,2024-05-13 14:44:35+00:00,remove google analytics (#42515)
Nemanja Glumac,nemanjaglumac,2024-05-13 14:55:04+00:00,"Upgrade Cypress to `v13.9.0` (#42507)

* Upgrade Cypress to `v13.9.0`

* Upgrade `@replayio/cypress` to `v2.1.0`

* Upgrade `cypress-real-events` to `v1.12.0`

* Upgrade `esbuild` to `v0.21.1`"
Phoomparin Mano,heypoom,2024-05-13 15:57:16+00:00,"Migrate smart scalar and night mode to support Mantine theming (#42347)

* migrate smart scalar to css modules

* lighten theme color

* adjust margin

* map space 1 to xs

* use c prop instead of color

* use rem unit

* use rem unit

* add y margin

* return null when no children

* comment on text variation

* cleanup unused components and add dark mode todo

* remove todo comment

* support night mode in embedding

* lift dashboard theme to redux

* make theme non-nullable with default

* use component prop instead of title tag

* optional display theme

* restore tooltip state

* add default mock state

* remove theme from embed

* replace handleActions with createReducer"
Ngoc Khuat,qnkhuat,2024-05-13 16:07:48+00:00,Quartz: auto delete jobs without a class during scheduler initialization (#42383)
Nemanja Glumac,nemanjaglumac,2024-05-13 17:01:41+00:00,Remove code related to GoogleAnalytics tracking (#42556)
Kamil Mielnik,kamilmielnik,2024-05-13 18:04:20+00:00,"Cover `Offset()` in aggregations with e2e tests (#42455)

* Add repro for 32323

* Fix offset not working in case

* Make offset function return any

* Add a repro for #42377

* Fix order of adjustments

* Revert unrelated changes

* Remove commented code

* Revert unrelated changes

* Refactor test

* Type offset aggregation

* Add a test for no order by or breakout clause

* Add a basic test for breakout clause

* Fix assertion

* Remove problematic dependency

* Fix uuids generation

* Remove redundant limit

* Add a test for multiple breakouts

* Update test names

* Extract OFFSET_SUM_TOTAL_AGGREGATION

* Add a repro for metabase#42509

* Add a test for multiple aggregations and breakouts

* Remove unused intercept

* Move uuid utils to separate file
- it wasn't possible to import the utils file in e2e tests without it

* Make isUuid a type guard

* Add tests for sorting

* Tag the test

* Add extra assertion to verify expression parsing

* Add a complex scenario

* Reverse isFirst logic"
Romeo Van Snick,romeovs,2024-05-13 19:16:05+00:00,"Combine column shortcut (#42442)

* Add index file to CombineColumns

* Add CombinColumnAction

* Add CombinColumnsAction to default and embedding modes

* Fix outdated --color-brand references

* Set up sequenced close handler in combine columns

* Allow outside clicks to happen when popover is not open

* Add e2e test for combine column shortcut

* Remove unused prop

* Rename file to match component name: CombineColumnsAction

* Simplify test assertion

* Set width on combine columns action

* Remove superflouous ? check"
Romeo Van Snick,romeovs,2024-05-13 20:52:54+00:00,"Combine/extract shortcuts snowplow events (#42445)

* Copy question event to new version

* Add new events for adding column via plus modal

* Add plus modal variants

* Track combine column via plus header

* Track extract column via plus header

* Add test for combine question event

* Add e2e test for extract column shortcut snowplow events"
Uladzimir Havenchyk,uladzimirdev,2024-05-13 21:35:14+00:00,"Partially fix columns and viz settings mismatch (#42344)

From now we allow mismatch between `base-type` if we need to match columns and columnSettings"
Nemanja Glumac,nemanjaglumac,2024-05-13 22:05:13+00:00,Remove `color-harmony` (#42577)
Ngoc Khuat,qnkhuat,2024-05-13 22:17:44+00:00,Static viz get background color thread safe (#42548)
Nemanja Glumac,nemanjaglumac,2024-05-13 22:44:07+00:00,Remove `classlist-polyfill` (#42588)
Noah Moss,noahmoss,2024-05-13 22:49:30+00:00,SCIM-scoped API key (#42086)
adam-james,adam-james-v,2024-05-14 03:21:22+00:00,"Don't use the slugify util for filenames (#42475)

* Don't use the slugify util for filenames

* Fix tests that looked for incorrect filenames

* add a test

* fix filename in pulse test util"
Jeff Bruemmer,jeff-bruemmer,2024-05-14 03:26:31+00:00,add 49.10 (#42599)
Raphael Krut-Landau,rafpaf,2024-05-14 03:47:44+00:00,"Ellipsify descriptions properly in Browse models (#42456)

* Ellipsify descriptions properly in Browse models

* Simplify"
bryan,escherize,2024-05-14 05:55:58+00:00,"New Recents API Format (#42239)

* wip

* adds more collection-touch events

* remove sneaky dep that slipped in

* cleaning up, and adding tests

* respond to review comments + mini bug reports

* make it official

* double official

* cleanup + return recent-views/Item for `GET activity/popular_items`

* get popular_items returning the proper shape

* compare doesn't what I thought

* add display_name to tables

* table.database.name should be the db name, not the table name

* add table.database.initial_sync_status

* improve call to toucan2

* light renaming + many text fixes

* include moderated_status in cards and datasets

* look up Dashboard permissions for Dashboards

* stop double-querying for `can-write?` checks

- also include some debug logging

* fix card <-> model dispatching

also gets tests passing locally

* let the test runner run the tests

* fix gc test

* adds description

* description can be null

* better tests

no more nils passed through the app

* debugging test

* fix tests and skip archived

* mysql finesse

* ellide inactive tables

* wip

* adds more collection-touch events

* remove sneaky dep that slipped in

* cleaning up, and adding tests

* respond to review comments + mini bug reports

* make it official

* double official

* cleanup + return recent-views/Item for `GET activity/popular_items`

* get popular_items returning the proper shape

* compare doesn't what I thought

* add display_name to tables

* table.database.name should be the db name, not the table name

* add table.database.initial_sync_status

* improve call to toucan2

* light renaming + many text fixes

* include moderated_status in cards and datasets

* look up Dashboard permissions for Dashboards

* stop double-querying for `can-write?` checks

- also include some debug logging

* fix card <-> model dispatching

also gets tests passing locally

* let the test runner run the tests

* fix gc test

* adds description

* description can be null

* better tests

no more nils passed through the app

* debugging test

* fix tests and skip archived

* mysql finesse

* New Recents + Popular API Format - Frontend (#42305)

* fix tests

* new API payload format for recents and populars

* update url generation

* update recents components

* update tests

* only show 5 recents in command palette

* remove unused types

* update tests

* obey the linter

* type updates

* fix unit test

* change where we filter recents

---------

Co-authored-by: Bryan Maass <bryan.maass@gmail.com>

* fix modelToUrl types

* respond to review comments

* post merge test fix

---------

Co-authored-by: Ryan Laurie <30528226+iethree@users.noreply.github.com>
Co-authored-by: Ryan Laurie <iethree@gmail.com>"
Emmad Usmani,EmmadUsmani,2024-05-14 08:35:58+00:00,"refactor legend components to use items prop (#42417)

* refactor legend components to use items prop

* update RowChart

* add types

* add key to type

* fix type errors

* fix legend.unit.spec.ts"
Emmad Usmani,EmmadUsmani,2024-05-14 09:29:45+00:00,add + symbol to percent change tooltip (#42614)
Aleksandr Lesnenko,alxnddr,2024-05-14 10:12:50+00:00,allow description columns to be dimensions of charts (#42539)
Nemanja Glumac,nemanjaglumac,2024-05-14 11:53:41+00:00,Remove `number-to-locale-string` (#42590)
Uladzimir Havenchyk,uladzimirdev,2024-05-14 15:22:44+00:00,Avoid unnecessary re-renderings in column settings sidebar (#42595)
Romeo Van Snick,romeovs,2024-05-14 15:35:23+00:00,Prevent the suggestion popover from flipping to the top (#42625)
Nemanja Glumac,nemanjaglumac,2024-05-14 15:46:44+00:00,"Allow multiple values for string operators in the dashboard (#42013)

* Expand the single or multi-selectable string filter choices

* Mark operators as `multi`

* Wrap an existing test in a separate `describe` block

* Test multiple values settings

* Expand repro to include multiple dashboard filter values

* Ease the load by limiting the card results

* Switch to the more flexible data structure for the dashboard filters

* Expand the assertions

* Fix typo

Co-authored-by: Kamil Mielnik <kamil@kamilmielnik.com>

---------

Co-authored-by: Kamil Mielnik <kamil@kamilmielnik.com>"
Nemanja Glumac,nemanjaglumac,2024-05-14 16:05:17+00:00,"Remove unused `SettingsBatchForm` component (#42627)

* Remove unused `SettingsBatchForm` component

* Remove `react-collapse` and its types"
Chris Truter,crisptrutski,2024-05-14 17:05:08+00:00,Fix reflection on newer JVM versions (#42630)
Raphael Krut-Landau,rafpaf,2024-05-14 20:40:51+00:00,Fix column widths in Browse models (#42601)
Ngoc Khuat,qnkhuat,2024-05-14 21:09:15+00:00,Fix migration fail with encryption key (#42617)
Ngoc Khuat,qnkhuat,2024-05-14 21:09:51+00:00,Delete pulses when archive dashboard (#42558)
Nemanja Glumac,nemanjaglumac,2024-05-14 21:15:38+00:00,"Remove unused `@visx` libraries (#42624)

* Remove `@visx/event`

* Remove `@visx/legend`

* Remove `@visx/responsive`

* Remove `@visx/mock-data`

* Remove `@visx/tooltip`"
Ryan Laurie,iethree,2024-05-14 22:19:28+00:00,"Recents Picker Tab (#42079)

* add recents tab

type updates

fix unit test

change where we filter recents

WIP Recents Tab

wip recents

design updates

update recents design to match search

use new recents format

initial recents implementation

fix types

* fix e2e tests

* update more e2e tests

* allow recents filters

* update test mocks

* add unit tests for recents tab

* update e2e tests

* add e2e tests for recents picker tab

* fix lost access test"
bryan,escherize,2024-05-14 22:32:37+00:00,"handle RecentViews for non-existant entites (#42643)

* handle recent view for non-existant entity

* test that recent views works with missing entities

- just doesn't return them.

* dont count on there being entities in the app-db"
Ryan Laurie,iethree,2024-05-14 22:36:16+00:00,"Disable Error Diagnostic Modal In Embedding (#42641)

* Disable Error Diagnostic Modal In Embedding

* add e2e test for diagnostic modal"
Nemanja Glumac,nemanjaglumac,2024-05-14 23:27:20+00:00,"Fix broken metric revision API call (#42634)

* Fix broken metric revision API call

Fixes #42633

* Add E2E repro for #42633

* Fix metrics revision history in the data reference

* Add repro for #42633 for the reference page

* Consolidate tests

* Do not use hard coded id

* Fix lint errors"
Anton Kulyk,kulyk,2024-05-15 00:01:11+00:00,"Use icons for ""Line style"" viz settings (#42637)

* Add icons

* Use icons"
Braden Shepherdson,bshepherdson,2024-05-15 00:06:35+00:00,"[Drivers] New `features` to replace hard-coded driver lists in tests (#42602)

- `:metadata/key-constraints` for those databases which formally track
  PK and FK key constraints. Some databases (eg. Presto/Athena/Starburst
  family) don't support constraints like that, but do support querying
  based on foreign keys (which is the `:foreign-keys` feature).
- `:connection/multiple-databases` for databases where a single
  connection can connect to many databases. This is the case for Athena,
  since it connects to an S3 bucket and exposes all files in the bucket
  as databases through that single connection.
- Also removed a troublesome ""all DBs except a huge list"" case in the
  SSH tunnel tests with a shorter list of supported drivers."
Alexander Polyankin,ranquild,2024-05-15 02:04:20+00:00,Fix metadata loading issues after tabs (#42655)
Uladzimir Havenchyk,uladzimirdev,2024-05-15 02:51:19+00:00,"Optimize isVisualizationClickable check in TableInteractive (#42639)

* Optimize isVisualizationClickable check in TableInteractive

* Destructure question

* Mode is nullable"
Braden Shepherdson,bshepherdson,2024-05-15 03:20:22+00:00,"[MBQL lib] Add native queries to the shared tests for all drills (#42478)

Follow up to #42424.

This enforces that all drills do not appear on native stages.
Also fixes one more drill on top of the two in #42424 that were wrongly
showing up for native queries."
Jeff Bruemmer,jeff-bruemmer,2024-05-15 03:31:47+00:00,docs - view data and create queries (#42121)
Emmad Usmani,EmmadUsmani,2024-05-15 05:42:51+00:00,remove percent change tooltip from waterfall chart (#42658)
Aleksandr Lesnenko,alxnddr,2024-05-15 06:20:30+00:00,"fix static combo chart crashes when viz settings are invalid (#42669)

* fix static combo chart crashes when viz settings are invalid

* spec"
Ngoc Khuat,qnkhuat,2024-05-15 12:42:44+00:00,"An one time job to init send-pulse trigger and migration down to clean up send-pulse triggers (#42316)

* Add a job to init send pulse trigger only once

* Send pulse triggers should respect report timezone (#42502)"
Uladzimir Havenchyk,uladzimirdev,2024-05-15 13:01:06+00:00,Optimize getColumnCardinality by using cache correctly (#42664)
Romeo Van Snick,romeovs,2024-05-15 13:48:18+00:00,"Info icon design update (#42557)

* Render item icon inline with column icon

* Use inline info icon in field picker

* Use new QueryColumnInfoIcon on filter columns picker

* Use new QueryColumnInfoIcon on suggestions dropdown

* Use new QueryColumnInfoIcon aggregations dropdown

* Use new QueryColumnInfoIcon filter modal

* Use new QueryColumnInfoIcon in BreakoutColumnListItem

* Use new QueryColumnInfoIcon in FieldList

* Use new QueryColumnInfoIcon in DataSelectorFieldPicker

* Update TableInfoIcon to render fallback too

* Use new TableInfoIcon in DataSelector

* Use new TableInfoIcon in ViewHeader

* Fix types in breakout column

* Move aria-label to wrapper

* Move binning back to the right

* Always give info icon full opacity

* Remove asDot props everywhere"
Alexander Solovyov,piranha,2024-05-15 17:08:32+00:00,"json unfolding: parse incrementally instead of using cheshire (#42638)

this lowers memory usage 100x for 50kb strings (our limit before this change) and speeds up parsing by an order of magnitude.

For example, results for parsing 42kb string (already in memory):

Before: Time per call: 6.32 ms    Alloc per call: 8,732,850b
After:  Time per call: 55.16 us   Alloc per call: 83,254b"
Nemanja Glumac,nemanjaglumac,2024-05-15 19:10:29+00:00,"Require an explicit knob to allow uploading ReplayIO recordings (#42649)

* Explicitly decide whether to upload or not

* Upload in the main e2e workflow, but skip uploading in stress-test workflow

* Do not record runs in the stress-test workflow

* Add Replay API key

Even though we're not using it in this workflow. :shrug:

* Omit env var from the stress-test workflow"
Raphael Krut-Landau,rafpaf,2024-05-15 20:23:26+00:00,Use new icon for verified models (#42689)
Raphael Krut-Landau,rafpaf,2024-05-15 23:40:44+00:00,Don't explicitly set the dimensions of the verified model icon (#42702)
Raphael Krut-Landau,rafpaf,2024-05-15 23:42:45+00:00,Add cache configuration form to dashboard sidebar (#42192)
